timestamp,block_number,issued_tao,staked_tao,circulating_tao,staked_percentage,circulating_percentage,total_market_cap_usd,staked_market_cap_usd,circulating_market_cap_usd,tao_price_usd,accounts,balance_holders,staked_pct_7d,staked_pct_30d
2024-02-24 23:59:48+00:00,2434987,6317903.674334188,5605744.880959989,712158.7933741994,88.72792574747113,11.27207425252887,2029500197.3063712,1800733428.1107771,228766769.1955941,321.23,102542,53163,88.73817185107477,88.53003824944126
2024-02-25 23:59:48+00:00,2441982,6324126.611344723,5612190.761368646,711935.8499760767,88.74254274576113,11.25745725423886,2031499191.3622656,1802804038.2744503,228695153.08781514,321.23,103065,53417,88.73449946639691,88.47786675472523
2024-02-26 23:59:48+00:00,2448948,6330372.139252845,5617711.346897477,712660.7923553679,88.74219750942666,11.257802490573345,2033505442.2921915,1804577415.9638767,228928026.32831484,321.23,103660,53729,88.73343782732903,88.42513345006141
2024-02-27 23:59:48+00:00,2455904,6336862.926118444,5620621.097791461,716241.8283269824,88.69721758735112,11.302782412648876,2035590477.7570279,1805512115.2435513,230078362.51347658,321.23,104257,54027,88.69932563757179,88.3737750407233
2024-02-28 23:59:48+00:00,2462854,6343100.010950039,5626891.993317657,716208.017632382,88.70886449218838,11.29113550781161,2037594016.517481,1807526515.013431,230067501.50405008,321.23,104752,54270,88.67272565770512,88.32263517141836
2024-02-29 23:59:48+00:00,2469789,6349257.579857047,5636582.231484029,712675.3483730173,88.77545383205158,11.224546167948397,2039572012.3774793,1810639310.219615,228932702.15786436,321.23,105423,54522,88.64132746971084,88.28198056241743
2024-03-01 23:59:48+00:00,2476751,6355444.753278015,5624637.089666702,730807.6636113133,88.50107754875256,11.498922451247443,2041559518.095497,1806802172.3136346,234757345.7818622,321.23,106045,54805,88.5573656018922,88.24023416025463
2024-03-02 23:59:48.001000+00:00,2483694,6361913.365988465,5632947.893771273,728965.472217192,88.54172588840447,11.458274111595527,2043637430.5564747,1809471851.916146,234165578.6403286,321.23,106617,55042,88.40146979733431,88.20126571910163
2024-03-03 23:59:48+00:00,2490639,6368124.631244824,5637239.392781775,730885.2384630488,88.52275542980104,11.477244570198955,2045632675.294775,1810850410.1432898,234782265.15148517,321.23,107227,55296,88.24829270270948,88.1605388767698
2024-03-04 23:59:48+00:00,2497561,6374315.740029344,5619243.90199941,755071.8380299341,88.1544644346962,11.8455355653038,2047621445.1696265,1805069718.6392705,242551726.53035575,321.23,107766,55566,88.02474244722625,88.11612558214978
2024-03-05 23:59:48+00:00,2504509,6380492.746297614,5589691.090817558,790801.6554800561,87.60594695544586,12.39405304455415,2049605684.8931825,1795576469.1033242,254029215.78985843,321.23,108304,55796,87.88457656595688,88.07770515452665
2024-03-06 23:59:48+00:00,2511437,6386706.823375826,5597094.297782045,789612.5255937809,87.63662482981464,12.363375170185359,2051601832.8730166,1797954601.2765265,253647231.59649026,321.23,108851,55811,87.72794188953857,88.0377608604768
2024-03-07 23:59:48+00:00,2518341,6393125.896865053,5575483.584065726,817642.3127993271,87.210602043669,12.789397956331,2053663831.849961,1791012591.7094333,262651240.14052784,321.23,109458,56105,87.5694599495614,87.99794590500842
2024-03-08 23:59:48+00:00,2525226,6399323.191680589,5600682.306236277,798640.8854443114,87.51991637986684,12.480083620133156,2055654588.8635557,1799107177.2322795,256547411.63127616,321.23,109987,56391,87.45453763703374,87.95392491493918
2024-03-09 23:59:48+00:00,2532099,6405606.446561751,5601400.694893261,804205.7516684895,87.4452831534764,12.554716846523595,2057672958.8290315,1799337945.2205625,258335013.60846892,321.23,110467,56658,87.41358377648734,87.90813064684458
